number,opened_at,sys_created_at,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,assigned_to,closed_code,resolved_by,resolved_at,closed_at,resolution_hours,closure_hours,resolution_days,closure_days,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,sla_status,was_reopened,high_reassignment
INC0007710,2016-03-16 11:13:00,2016-03-16 11:23:00,Caller 1936,Opened by  17,Phone,Location 43,Category 51,Subcategory 25,Symptom 44,,2 - Medium,2 - Medium,3 - Moderate,Group 54,False,False,Do Not Notify,,,,,Closed,False,2,0,9,True,Resolver 215,code 6,Resolved by 196,2016-03-16 13:45:00,2016-03-24 19:01:00,2.533333333333333,199.8,0.10555555555555556,8.325000000000001,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007711,2016-03-16 11:15:00,2016-03-16 11:18:00,Caller 4035,Opened by  17,Phone,Location 204,Category 42,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,1,0,6,True,Resolver 57,code 6,Resolved by 53,2016-03-18 11:51:00,2016-03-24 19:01:00,48.6,199.76666666666668,2.025,8.323611111111111,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007712,2016-03-16 11:15:00,2016-03-16 11:19:00,Caller 3394,Opened by  8,Phone,Location 51,Category 44,Subcategory 60,Symptom 259,,2 - Medium,2 - Medium,3 - Moderate,Group 5,False,False,Do Not Notify,,,,,Closed,False,3,0,12,False,Resolver 84,code 8,Resolved by 77,2016-03-30 12:21:00,2016-04-04 12:59:00,337.1,457.73333333333335,14.045833333333334,19.072222222222223,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,True
INC0007713,2016-03-16 11:18:00,2016-03-16 11:29:00,Caller 4793,Opened by  73,Phone,Location 204,Category 53,Subcategory 80,Symptom 209,,2 - Medium,2 - Medium,3 - Moderate,Group 78,False,False,Do Not Notify,,,,,Closed,False,1,0,51,False,Resolver 101,code 8,Resolved by 91,2016-07-20 17:40:00,2016-07-25 18:00:00,3030.366666666667,3150.7,126.26527777777778,131.27916666666667,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007714,2016-03-16 11:19:00,2016-03-16 11:21:00,Caller 1112,Opened by  40,Phone,Location 161,Category 9,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,,False,False,Do Not Notify,,,,,Closed,False,0,0,5,False,Resolver 17,code 7,Resolved by 15,2016-03-22 15:48:00,2016-03-27 15:59:00,148.48333333333332,268.6666666666667,6.186805555555555,11.194444444444445,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007715,2016-03-16 11:20:00,2016-03-16 11:24:00,Caller 2948,Opened by  39,Phone,Location 93,Category 46,Subcategory 255,Symptom 491,,3 - Low,3 - Low,4 - Low,Group 6,False,False,Do Not Notify,,,,,Closed,False,0,0,15,False,Resolver 22,code 6,Resolved by 20,2016-04-06 15:17:00,2016-04-11 15:59:00,507.95,628.65,21.164583333333333,26.193749999999998,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007721,2016-03-16 11:24:00,2016-03-16 11:26:00,Caller 1188,Opened by  17,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 28,False,False,Do Not Notify,,,,,Closed,False,1,0,6,True,Resolver 78,code 6,Resolved by 71,2016-03-18 14:47:00,2016-03-24 19:01:00,51.38333333333333,199.61666666666667,2.140972222222222,8.317361111111111,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007725,2016-03-16 11:28:00,,Caller 1496,Opened by  17,Phone,Location 143,Category 46,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 127,code 8,Resolved by 11,,2016-03-24 19:01:00,,199.55,,8.314583333333333,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007726,2016-03-16 11:31:00,2016-03-16 11:34:00,Caller 4647,Opened by  397,Phone,Location 93,Category 46,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 67,False,False,Do Not Notify,,,,,Closed,False,3,0,19,False,Resolver 101,code 8,Resolved by 91,2016-04-18 09:42:00,2016-04-23 10:07:00,790.1833333333333,910.6,32.924305555555556,37.94166666666667,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,True
INC0007727,2016-03-16 11:31:00,2016-03-16 11:35:00,Caller 1250,Opened by  8,Phone,Location 143,Category 42,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 55,False,False,Do Not Notify,,,,,Closed,False,2,0,10,False,Resolver 159,code 1,Resolved by 143,2016-03-30 15:57:00,2016-04-04 15:59:00,340.43333333333334,460.46666666666664,14.184722222222222,19.18611111111111,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007729,2016-03-16 11:35:00,2016-03-16 11:41:00,Caller 2020,Opened by  193,Phone,Location 204,Category 24,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 227,code 6,Resolved by 206,2016-03-17 08:41:00,2016-03-24 19:01:00,21.1,199.43333333333334,0.8791666666666668,8.309722222222222,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007730,2016-03-16 11:36:00,2016-03-16 11:50:00,Caller 2070,Opened by  8,Phone,Location 93,Category 26,Subcategory 275,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,7,True,Resolver 17,code 7,Resolved by 15,2016-03-17 14:06:00,2016-03-24 19:01:00,26.5,199.41666666666666,1.1041666666666667,8.309027777777777,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007731,2016-03-16 11:39:00,2016-03-16 11:57:00,Caller 825,Opened by  397,Phone,Location 93,Category 42,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,5,0,14,False,Resolver 69,code 6,Resolved by 62,2016-03-23 18:13:00,2016-03-28 18:59:00,174.56666666666666,295.3333333333333,7.273611111111111,12.305555555555555,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,True
INC0007733,2016-03-16 11:40:00,2016-03-16 11:47:00,Caller 2416,Opened by  24,Phone,Location 111,Category 40,Subcategory 44,Symptom 20,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,3,0,7,True,Resolver 17,code 6,Resolved by 15,2016-03-17 12:11:00,2016-03-24 19:01:00,24.516666666666666,199.35,1.0215277777777778,8.30625,2016-03-16,2016,3,March,Wednesday,Met SLA,False,True
INC0007734,2016-03-16 11:41:00,,Caller 3576,Opened by  131,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,,3 - Low,3 - Low,4 - Low,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 73,code 7,Resolved by 66,2016-03-16 11:50:00,2016-03-24 19:01:00,0.15,199.33333333333334,0.0062499999999999995,8.305555555555555,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007735,2016-03-16 11:41:00,2016-03-16 11:49:00,Caller 3522,Opened by  317,Phone,Location 93,Category 46,Subcategory 243,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 57,False,False,Do Not Notify,,,,,Closed,False,0,0,16,False,Resolver 153,code 4,Resolved by 137,2016-04-27 16:15:00,2016-05-02 17:07:00,1012.5666666666667,1133.4333333333334,42.19027777777778,47.22638888888889,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007739,2016-03-16 11:45:00,2016-03-16 11:48:00,Caller 3333,Opened by  40,Phone,Location 161,Category 34,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 24,False,False,Do Not Notify,,,,,Closed,False,5,0,62,False,Resolver 89,code 6,Resolved by 198,2016-08-18 14:50:00,2016-08-23 15:00:00,3723.0833333333335,3843.25,155.12847222222223,160.13541666666666,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,True
INC0007740,2016-03-16 11:45:00,2016-03-16 11:49:00,Caller 2258,Opened by  397,Phone,Location 128,Category 9,Subcategory 164,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 27,False,False,Do Not Notify,,,,,Closed,False,0,0,7,True,Resolver 170,code 6,Resolved by 153,2016-03-17 16:54:00,2016-03-24 19:01:00,29.15,199.26666666666668,1.2145833333333333,8.302777777777779,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007741,2016-03-16 11:45:00,2016-03-16 11:53:00,Caller 298,Opened by  108,Phone,Location 143,Category 57,Subcategory 185,Symptom 296,,2 - Medium,2 - Medium,3 - Moderate,Group 24,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 78,code 2,Resolved by 71,2016-03-17 10:49:00,2016-03-24 19:01:00,23.066666666666666,199.26666666666668,0.9611111111111111,8.302777777777779,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007742,2016-03-16 11:48:00,,Caller 4877,Opened by  17,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 208,code 6,Resolved by 189,2016-03-17 01:16:00,2016-03-24 19:01:00,13.466666666666667,199.21666666666667,0.5611111111111111,8.300694444444444,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007743,2016-03-16 11:50:00,2016-03-16 11:55:00,Caller 4552,Opened by  17,Phone,Location 51,Category 44,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 5,False,False,Do Not Notify,,,,,Closed,False,1,0,3,True,Resolver 194,code 6,Resolved by 177,2016-03-17 10:46:00,2016-03-24 19:01:00,22.933333333333334,199.18333333333334,0.9555555555555556,8.299305555555556,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007744,2016-03-16 11:50:00,,Caller 5264,Opened by  8,Phone,Location 161,Category 61,Subcategory 36,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 73,False,False,Do Not Notify,,,,,Closed,False,1,0,5,False,Resolver 168,code 6,Resolved by 151,2016-03-23 17:11:00,2016-03-28 17:59:00,173.35,294.15,7.222916666666666,12.25625,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007745,2016-03-16 11:51:00,2016-03-16 12:03:00,Caller 1980,Opened by  17,Phone,Location 236,Category 26,Subcategory 175,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,6,False,Resolver 17,code 7,Resolved by 15,2016-03-22 13:41:00,2016-03-27 13:59:00,145.83333333333334,266.1333333333333,6.076388888888889,11.088888888888889,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007747,2016-03-16 11:52:00,,Caller 164,Opened by  17,Phone,Location 108,Category 46,Subcategory 223,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 13,code 7,Resolved by 11,,2016-03-24 19:01:00,,199.15,,8.297916666666667,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007748,2016-03-16 11:52:00,2016-03-16 12:05:00,Caller 4237,Opened by  412,Phone,Location 204,Category 19,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 56,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 167,code 6,Resolved by 150,2016-03-16 12:30:00,2016-03-24 19:01:00,0.6333333333333333,199.15,0.02638888888888889,8.297916666666667,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007751,2016-03-16 11:54:00,2016-03-16 12:02:00,Caller 4298,Opened by  397,Phone,Location 93,Category 46,Subcategory 243,,,2 - Medium,2 - Medium,3 - Moderate,Group 57,False,False,Do Not Notify,,,,,Closed,False,0,0,7,False,Resolver 153,code 8,Resolved by 137,2016-03-22 16:49:00,2016-03-27 16:59:00,148.91666666666666,269.0833333333333,6.204861111111111,11.211805555555555,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007752,2016-03-16 11:54:00,2016-03-16 11:56:00,Caller 298,Opened by  108,Phone,Location 143,Category 57,Subcategory 185,,,2 - Medium,2 - Medium,3 - Moderate,Group 24,False,False,Do Not Notify,,,,,Closed,False,1,0,8,True,Resolver 78,code 6,Resolved by 71,2016-03-18 09:48:00,2016-03-24 19:01:00,45.9,199.11666666666667,1.9124999999999999,8.296527777777778,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007753,2016-03-16 11:57:00,2016-03-16 11:59:00,Caller 1776,Opened by  44,Phone,Location 161,Category 51,Subcategory 25,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 54,False,False,Do Not Notify,,,,,Closed,False,1,0,3,True,Resolver 24,code 6,Resolved by 22,2016-03-16 13:10:00,2016-03-24 19:01:00,1.2166666666666666,199.06666666666666,0.05069444444444444,8.294444444444444,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007754,2016-03-16 11:58:00,2016-03-16 12:02:00,Caller 4214,Opened by  131,Phone,Location 136,Category 53,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 26,False,False,Do Not Notify,,,,,Closed,False,2,0,4,True,Resolver 17,code 7,Resolved by 15,2016-03-17 14:22:00,2016-03-24 19:01:00,26.4,199.05,1.0999999999999999,8.293750000000001,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007757,2016-03-16 12:01:00,,Caller 3039,Opened by  17,Phone,Location 93,Category 61,Subcategory 36,Symptom 458,,2 - Medium,2 - Medium,3 - Moderate,Group 74,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 53,code 7,Resolved by 50,2016-03-18 16:42:00,2016-03-24 19:01:00,52.68333333333333,199.0,2.1951388888888888,8.291666666666666,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007761,2016-03-16 12:06:00,2016-03-16 13:17:00,Caller 1707,Opened by  108,Phone,Location 37,Category 53,Subcategory 178,Symptom 22,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,8,False,Resolver 17,code 7,Resolved by 15,2016-03-22 15:36:00,2016-03-27 15:59:00,147.5,267.8833333333333,6.145833333333333,11.161805555555555,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007762,2016-03-16 12:07:00,2016-03-16 12:57:00,Caller 1769,Opened by  17,Phone,Location 161,Category 20,Subcategory 103,Symptom 387,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,3,True,Resolver 17,code 6,Resolved by 15,2016-03-17 14:43:00,2016-03-24 19:01:00,26.6,198.9,1.1083333333333334,8.2875,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007763,2016-03-16 12:08:00,2016-03-16 12:58:00,Caller 3265,Opened by  55,Phone,Location 43,Category 53,Subcategory 303,Symptom 494,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,4,0,8,False,Resolver 17,code 7,Resolved by 15,2016-03-21 15:30:00,2016-03-26 15:59:00,123.36666666666666,243.85,5.1402777777777775,10.160416666666666,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,True
INC0007764,2016-03-16 12:09:00,,Caller 3887,Opened by  17,Phone,Location 249,Category 32,Subcategory 9,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 13,code 7,Resolved by 11,,2016-03-24 19:01:00,,198.86666666666667,,8.286111111111111,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007767,2016-03-16 12:34:00,2016-03-16 12:38:00,Caller 2283,Opened by  386,Phone,Location 204,Category 53,Subcategory 303,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,11,False,Resolver 140,code 6,Resolved by 126,2016-03-23 09:28:00,2016-03-28 09:59:00,164.9,285.4166666666667,6.870833333333334,11.892361111111112,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007774,2016-03-16 12:59:00,2016-03-16 13:32:00,Caller 1915,Opened by  17,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,3,0,6,True,Resolver 17,code 7,Resolved by 15,2016-03-18 10:32:00,2016-03-24 19:01:00,45.55,198.03333333333333,1.8979166666666665,8.251388888888888,2016-03-16,2016,3,March,Wednesday,Met SLA,False,True
INC0007775,2016-03-16 13:02:00,,Caller 2606,Opened by  40,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,,1 - High,2 - Medium,2 - High,Group 70,False,False,Do Not Notify,Problem ID  36,,,,Closed,False,7,0,28,False,Resolver 109,code 5,Resolved by 98,2016-04-20 11:13:00,2016-04-25 12:07:00,838.1833333333333,959.0833333333334,34.924305555555556,39.96180555555556,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,True
INC0007778,2016-03-16 13:09:00,2016-03-16 14:01:00,Caller 280,Opened by  397,Phone,Location 161,Category 23,Subcategory 3,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,2,0,6,False,Resolver 17,code 7,Resolved by 15,2016-03-21 10:02:00,2016-03-26 10:59:00,116.88333333333334,237.83333333333334,4.8701388888888895,9.909722222222223,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007780,2016-03-16 13:13:00,2016-03-16 13:28:00,Caller 5191,Opened by  17,Phone,Location 161,Category 40,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,,False,False,Do Not Notify,,,,,Closed,False,0,0,5,False,Resolver 17,code 7,Resolved by 15,2016-03-23 09:30:00,2016-03-28 09:59:00,164.28333333333333,284.76666666666665,6.845138888888889,11.865277777777777,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007781,2016-03-16 13:14:00,2016-03-16 13:22:00,Caller 3353,Opened by  131,Phone,Location 96,Category 26,Subcategory 175,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 17,code 7,Resolved by 15,2016-03-17 14:37:00,2016-03-24 19:01:00,25.383333333333333,197.78333333333333,1.0576388888888888,8.240972222222222,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
INC0007782,2016-03-16 13:16:00,2016-03-16 13:23:00,Caller 1674,Opened by  17,Phone,Location 143,Category 37,Subcategory 123,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 48,False,False,Do Not Notify,,,,,Closed,False,0,0,6,False,Resolver 74,code 8,Resolved by 67,2016-03-29 08:45:00,2016-04-03 08:59:00,307.48333333333335,427.71666666666664,12.811805555555557,17.821527777777778,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007783,2016-03-16 13:17:00,2016-03-16 13:23:00,Caller 4739,Opened by  386,Phone,Location 204,Category 9,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,0,0,9,False,Resolver 57,code 6,Resolved by 53,2016-03-29 15:59:00,2016-04-03 16:59:00,314.7,435.7,13.112499999999999,18.154166666666665,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007784,2016-03-16 13:17:00,,Caller 3832,Opened by  40,Phone,Location 34,Category 32,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,4,0,16,False,Resolver 123,code 9,Resolved by 111,2016-04-18 14:46:00,2016-04-23 15:07:00,793.4833333333333,913.8333333333334,33.06180555555556,38.07638888888889,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,True
INC0007786,2016-03-16 13:18:00,2016-03-16 13:47:00,Caller 4832,Opened by  17,Phone,Location 108,Category 53,Subcategory 13,,,2 - Medium,2 - Medium,3 - Moderate,Group 69,False,False,Do Not Notify,,,,,Closed,False,1,0,13,False,Resolver 111,code 6,Resolved by 100,2016-03-21 11:31:00,2016-03-26 11:59:00,118.21666666666667,238.68333333333334,4.925694444444445,9.94513888888889,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007788,2016-03-16 13:18:00,2016-03-16 13:21:00,Caller 3747,Opened by  55,Phone,Location 204,Category 53,Subcategory 303,Symptom 384,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,4,0,8,True,Resolver 140,code 6,Resolved by 126,2016-03-18 10:41:00,2016-03-24 19:01:00,45.38333333333333,197.71666666666667,1.8909722222222223,8.238194444444444,2016-03-16,2016,3,March,Wednesday,Met SLA,False,True
INC0007789,2016-03-16 13:19:00,,Caller 2915,Opened by  108,Phone,Location 204,Category 61,Subcategory 36,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 73,False,False,Do Not Notify,,,,,Closed,False,1,0,8,False,Resolver 198,code 6,Resolved by 180,2016-03-22 15:51:00,2016-03-31 08:39:00,146.53333333333333,355.3333333333333,6.105555555555555,14.805555555555555,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007791,2016-03-16 13:22:00,2016-03-16 13:28:00,Caller 5322,Opened by  55,Phone,Location 51,Category 44,Subcategory 60,,,2 - Medium,2 - Medium,3 - Moderate,Group 5,False,False,Do Not Notify,,,,,Closed,False,0,0,1,False,Resolver 28,code 6,Resolved by 27,2016-03-16 13:28:00,2016-05-23 11:07:00,0.1,1629.75,0.004166666666666667,67.90625,2016-03-16,2016,3,March,Wednesday,Breached SLA,False,False
INC0007792,2016-03-16 13:23:00,2016-03-16 13:27:00,Caller 4160,Opened by  17,Phone,Location 108,Category 26,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,10,True,Resolver 34,code 6,Resolved by 33,2016-03-18 10:41:00,2016-03-24 19:01:00,45.3,197.63333333333333,1.8875,8.234722222222222,2016-03-16,2016,3,March,Wednesday,Met SLA,False,False
