number,incident_state,active,contact_type,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,location,caller_id,reassignment_count,reopen_count,sys_mod_count,made_sla,sla_status,resolved_by,resolved_at,closed_code,closed_at,opened_at,resolution_hours,resolution_days,closure_hours,closure_days,was_reopened,high_reassignment,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,priority_level,priority_label,impact_level,urgency_level,opened_month_year,sla_breached,reopened_flag,high_reassignment_flag,resolution_bucket
INC0006527,Closed,False,Phone,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 17,Location 204,Caller 2299,1,0,4,False,Breached SLA,Resolved by 15,2016-03-17 10:55:00,code 6,2016-03-24 19:00:00,2016-03-14 10:08:00,72.78333333333333,3.0326388888888887,248.86666666666667,10.369444444444444,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,3-7 Days
INC0006528,Closed,False,Phone,Category 46,Subcategory 150,Symptom 519,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 99,Location 93,Caller 1185,1,0,6,False,Breached SLA,Resolved by 89,2016-03-17 16:46:00,code 6,2016-03-24 19:00:00,2016-03-14 10:08:00,78.63333333333334,3.276388888888889,248.86666666666667,10.369444444444444,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,3-7 Days
INC0006529,Closed,False,Phone,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 83,Location 204,Caller 4893,1,0,5,False,Breached SLA,Resolved by 76,2016-03-15 12:02:00,code 6,2016-03-24 19:00:00,2016-03-14 10:09:00,25.883333333333333,1.0784722222222225,248.85,10.36875,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,1-3 Days
INC0006530,Closed,False,Phone,Category 53,Subcategory 303,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,Location 204,Caller 1509,4,0,12,False,Breached SLA,Resolved by 30,2016-03-22 13:00:00,code 6,2016-03-27 13:59:00,2016-03-14 10:09:00,194.85,8.11875,315.8333333333333,13.15972222222222,False,True,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,1,7-30 Days
INC0006531,Closed,False,Phone,Category 46,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 143,Caller 5244,0,0,1,False,Breached SLA,Resolved by 11,,code 8,2016-03-24 18:52:00,2016-03-14 10:09:00,,,248.71666666666667,10.363194444444444,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,Not Resolved
INC0006532,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,Location 43,Caller 4715,1,0,5,False,Breached SLA,Resolved by 21,2016-03-14 13:27:00,code 7,2016-03-24 18:52:00,2016-03-14 10:11:00,3.2666666666666666,0.1361111111111111,248.6833333333333,10.361805555555556,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,0-4 Hours
INC0006534,Closed,False,Phone,Category 57,Subcategory 167,Symptom 592,2 - Medium,2 - Medium,3 - Moderate,Group 51,Resolver 241,Location 143,Caller 1060,1,0,4,False,Breached SLA,Resolved by 220,2016-03-17 11:14:00,code 6,2016-03-24 19:00:00,2016-03-14 10:13:00,73.01666666666667,3.042361111111111,248.78333333333333,10.365972222222222,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,3-7 Days
INC0006536,Closed,False,Phone,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,Location 55,Caller 2473,1,0,12,False,Breached SLA,Resolved by 30,2016-04-06 13:30:00,code 6,2016-04-11 13:59:00,2016-03-14 10:14:00,555.2666666666667,23.13611111111111,675.75,28.15625,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006539,Closed,False,Phone,Category 44,Subcategory 60,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 127,Location 249,Caller 2954,1,0,2,False,Breached SLA,Resolved by 115,,code 7,2016-03-24 19:00:00,2016-03-14 10:15:00,,,248.75,10.364583333333334,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,Not Resolved
INC0006537,Closed,False,Phone,Category 20,Subcategory 103,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 161,Caller 4716,1,0,4,False,Breached SLA,Resolved by 15,2016-03-14 13:07:00,code 7,2016-03-24 18:52:00,2016-03-14 10:15:00,2.8666666666666667,0.1194444444444444,248.61666666666667,10.359027777777778,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,0-4 Hours
INC0006540,Closed,False,Phone,Category 42,Subcategory 29,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 234,Location 245,Caller 1519,1,0,5,False,Breached SLA,Resolved by 213,2016-03-16 15:37:00,code 3,2016-03-24 19:00:00,2016-03-14 10:16:00,53.35,2.222916666666667,248.7333333333333,10.363888888888887,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,1-3 Days
INC0006542,Closed,False,Phone,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,Location 93,Caller 3992,2,0,14,False,Breached SLA,Resolved by 133,2016-03-24 13:50:00,code 1,2016-03-29 13:59:00,2016-03-14 10:17:00,243.55,10.147916666666667,363.7,15.154166666666669,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006543,Closed,False,Phone,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,Location 51,Caller 2415,0,0,1,False,Breached SLA,Resolved by 115,2016-03-14 10:20:00,code 7,2016-03-24 18:52:00,2016-03-14 10:18:00,0.0333333333333333,0.0013888888888888,248.56666666666663,10.356944444444444,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,0-4 Hours
INC0006544,Closed,False,Phone,Category 46,Subcategory 231,Symptom 292,2 - Medium,1 - High,2 - High,Group 37,Resolver 32,Location 179,Caller 1441,1,0,9,False,Breached SLA,Resolved by 31,2016-03-23 14:37:00,code 6,2016-03-28 14:59:00,2016-03-14 10:19:00,220.3,9.179166666666667,340.6666666666667,14.194444444444445,False,False,2016-03-14,2016,3,March,Monday,2,High,2,1,2016-03,1,0,0,7-30 Days
INC0006545,Closed,False,Phone,Category 26,Subcategory 175,Symptom 119,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 143,Caller 3060,1,0,4,False,Breached SLA,Resolved by 15,2016-03-15 15:42:00,code 6,2016-03-24 19:00:00,2016-03-14 10:19:00,29.383333333333333,1.2243055555555555,248.6833333333333,10.361805555555556,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,1-3 Days
INC0006548,Closed,False,Phone,Category 46,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Unknown,Resolver 233,Location 204,Caller 4016,0,0,2,False,Breached SLA,Resolved by 212,2016-03-14 10:30:00,code 6,2016-03-24 18:52:00,2016-03-14 10:21:00,0.15,0.0062499999999999,248.51666666666668,10.354861111111113,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,0-4 Hours
INC0006549,Closed,False,Phone,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 152,Location 71,Caller 5103,0,0,2,False,Breached SLA,Resolved by 136,2016-03-14 11:16:00,code 6,2016-03-24 18:52:00,2016-03-14 10:23:00,0.8833333333333333,0.0368055555555555,248.4833333333333,10.35347222222222,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,0-4 Hours
INC0006550,Closed,False,Phone,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 59,Caller 5532,1,0,9,False,Breached SLA,Resolved by 15,2016-03-22 11:41:00,code 7,2016-03-27 11:59:00,2016-03-14 10:24:00,193.28333333333333,8.053472222222222,313.5833333333333,13.06597222222222,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006551,Closed,False,Phone,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,Location 204,Caller 513,3,0,8,False,Breached SLA,Resolved by 32,2016-03-17 17:45:00,code 7,2016-03-24 19:00:00,2016-03-14 10:24:00,79.35,3.30625,248.6,10.358333333333333,False,True,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,1,3-7 Days
INC0006556,Closed,False,Phone,Category 35,Subcategory 132,Symptom 403,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 161,Caller 5529,1,0,12,False,Breached SLA,Resolved by 11,2016-03-21 11:01:00,code 6,2016-03-26 11:59:00,2016-03-14 10:25:00,168.6,7.025,289.56666666666666,12.065277777777778,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006555,Closed,False,Phone,Category 37,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Unknown,Resolver 17,Location 204,Caller 2385,0,0,6,False,Breached SLA,Resolved by 15,2016-03-22 16:18:00,code 6,2016-03-27 16:59:00,2016-03-14 10:25:00,197.88333333333333,8.245138888888889,318.56666666666666,13.27361111111111,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006552,Closed,False,Phone,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 24,Resolver 24,Location 161,Caller 3867,0,0,3,True,Met SLA,Resolved by 22,2016-03-14 11:13:00,code 9,2016-03-24 18:52:00,2016-03-14 10:25:00,0.8,0.0333333333333333,248.45,10.352083333333333,False,False,2016-03-14,2016,3,March,Monday,4,Low,3,3,2016-03,0,0,0,0-4 Hours
INC0006553,Closed,False,Phone,Category 35,Subcategory 28,Symptom 506,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 204,Caller 4170,1,0,5,False,Breached SLA,Resolved by 15,2016-03-16 10:18:00,code 6,2016-03-24 19:00:00,2016-03-14 10:25:00,47.88333333333333,1.9951388888888888,248.58333333333331,10.35763888888889,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,1-3 Days
INC0006554,Closed,False,Phone,Category 20,Subcategory 125,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 161,Caller 1679,1,0,10,False,Breached SLA,Resolved by 15,2016-03-22 14:43:00,code 7,2016-03-27 14:59:00,2016-03-14 10:25:00,196.3,8.179166666666667,316.56666666666666,13.190277777777778,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006557,Closed,False,Phone,Category 46,Subcategory 231,Symptom 211,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,Location 161,Caller 5052,0,0,16,False,Breached SLA,Resolved by 137,2016-04-22 08:55:00,code 6,2016-04-27 09:07:00,2016-03-14 10:27:00,934.4666666666668,38.93611111111111,1054.6666666666667,43.94444444444445,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,30+ Days
INC0006558,Closed,False,Phone,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,Location 143,Caller 5244,0,0,1,False,Breached SLA,Resolved by 115,2016-03-14 10:29:00,code 7,2016-03-24 18:52:00,2016-03-14 10:27:00,0.0333333333333333,0.0013888888888888,248.41666666666663,10.350694444444445,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,0-4 Hours
INC0006559,Closed,False,Phone,Category 24,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 57,Location 204,Caller 1685,2,0,9,False,Breached SLA,Resolved by 53,2016-03-21 12:05:00,code 11,2016-03-26 12:59:00,2016-03-14 10:27:00,169.63333333333333,7.068055555555556,290.53333333333336,12.105555555555556,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006561,Closed,False,Phone,Category 42,Subcategory 223,Symptom 66,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 57,Location 204,Caller 4592,2,0,15,False,Breached SLA,Resolved by 53,2016-03-31 09:38:00,code 6,2016-04-05 09:59:00,2016-03-14 10:29:00,407.15,16.964583333333334,527.5,21.979166666666668,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006562,Closed,False,Phone,Category 26,Subcategory 275,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 71,Caller 5103,1,0,8,False,Breached SLA,Resolved by 11,2016-03-21 11:06:00,code 6,2016-03-26 11:59:00,2016-03-14 10:30:00,168.6,7.025,289.4833333333333,12.061805555555557,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006564,Closed,False,Phone,Category 37,Subcategory 285,Symptom 587,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,Location 111,Caller 1717,0,0,3,False,Breached SLA,Resolved by 76,2016-03-14 10:35:00,code 6,2016-03-24 18:52:00,2016-03-14 10:31:00,0.0666666666666666,0.0027777777777777,248.35,10.347916666666666,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,0-4 Hours
INC0006566,Closed,False,Phone,Category 61,Subcategory 36,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,Location 113,Caller 3050,1,0,7,False,Breached SLA,Resolved by 180,2016-03-23 10:53:00,code 6,2016-03-28 10:59:00,2016-03-14 10:32:00,216.35,9.014583333333333,336.45,14.01875,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006567,Closed,False,Phone,Category 61,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,Location 196,Caller 2193,1,0,3,False,Breached SLA,Resolved by 5,2016-03-14 10:41:00,code 6,2016-03-24 18:52:00,2016-03-14 10:32:00,0.15,0.0062499999999999,248.33333333333331,10.347222222222223,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,0-4 Hours
INC0006569,Closed,False,Phone,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 137,Location 111,Caller 3044,1,0,3,False,Breached SLA,Resolved by 123,2016-03-15 11:38:00,code 6,2016-03-24 19:00:00,2016-03-14 10:33:00,25.08333333333333,1.0451388888888888,248.45,10.352083333333333,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,1-3 Days
INC0006568,Closed,False,Phone,Category 34,Subcategory 151,Symptom 117,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,Location 108,Caller 1498,0,0,9,False,Breached SLA,Resolved by 153,2016-03-16 12:05:00,code 6,2016-03-24 19:00:00,2016-03-14 10:33:00,49.53333333333333,2.0638888888888887,248.45,10.352083333333333,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,1-3 Days
INC0006570,Closed,False,Phone,Category 26,Subcategory 175,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 161,Caller 2632,1,0,4,False,Breached SLA,Resolved by 15,2016-03-16 09:22:00,code 7,2016-03-24 19:00:00,2016-03-14 10:34:00,46.8,1.95,248.4333333333333,10.35138888888889,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,1-3 Days
INC0006571,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,Location 108,Caller 4550,2,0,8,False,Breached SLA,Resolved by 66,2016-03-18 07:38:00,code 7,2016-03-24 19:00:00,2016-03-14 10:35:00,93.05,3.877083333333333,248.41666666666663,10.350694444444445,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,3-7 Days
INC0006572,Closed,False,Phone,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 161,Caller 1944,0,0,1,False,Breached SLA,Resolved by 11,,code 6,2016-03-24 18:52:00,2016-03-14 10:35:00,,,248.28333333333333,10.345138888888888,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,Not Resolved
INC0006573,Closed,False,Email,Category 41,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 119,Location 107,Caller 1531,1,0,5,False,Breached SLA,Resolved by 181,2016-03-22 12:37:00,code 15,2016-03-27 12:59:00,2016-03-14 10:36:00,194.01666666666668,8.084027777777779,314.3833333333333,13.099305555555556,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006574,Closed,False,Phone,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 204,Caller 3706,1,0,8,False,Breached SLA,Resolved by 15,2016-03-16 10:48:00,code 6,2016-03-24 19:00:00,2016-03-14 10:36:00,48.2,2.0083333333333333,248.4,10.35,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,1-3 Days
INC0006575,Closed,False,Phone,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 57,Location 111,Caller 2846,1,0,5,False,Breached SLA,Resolved by 53,2016-03-15 11:08:00,code 6,2016-03-24 19:00:00,2016-03-14 10:37:00,24.516666666666666,1.0215277777777778,248.38333333333333,10.349305555555556,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,1-3 Days
INC0006576,Closed,False,Phone,Category 42,Subcategory 223,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 233,Location 51,Caller 3936,0,0,1,False,Breached SLA,Resolved by 212,,code 6,2016-03-24 18:52:00,2016-03-14 10:37:00,,,248.25,10.34375,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,Not Resolved
INC0006577,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 94,Location 51,Caller 181,0,0,1,False,Breached SLA,Resolved by 11,,code 7,2016-03-24 18:52:00,2016-03-14 10:37:00,,,248.25,10.34375,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,Not Resolved
INC0006579,Closed,False,Phone,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 67,Resolver 207,Location 108,Caller 684,2,0,15,False,Breached SLA,Resolved by 188,2016-04-08 16:58:00,code 6,2016-04-13 16:59:00,2016-03-14 10:39:00,606.3166666666667,25.263194444444448,726.3333333333334,30.26388888888889,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006578,Closed,False,Phone,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 204,Caller 513,1,0,6,False,Breached SLA,Resolved by 15,2016-03-14 16:08:00,code 7,2016-03-24 18:52:00,2016-03-14 10:39:00,5.483333333333333,0.2284722222222222,248.21666666666667,10.342361111111112,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,4-24 Hours
INC0006580,Closed,False,Phone,Category 20,Subcategory 125,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 201,Location 51,Caller 3027,1,0,3,True,Met SLA,Resolved by 183,2016-03-14 11:47:00,code 6,2016-03-24 18:52:00,2016-03-14 10:40:00,1.1166666666666667,0.0465277777777777,248.2,10.341666666666669,False,False,2016-03-14,2016,3,March,Monday,4,Low,3,3,2016-03,0,0,0,0-4 Hours
INC0006581,Closed,False,Phone,Category 23,Subcategory 75,Symptom 494,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 127,Location 143,Caller 1614,2,0,4,False,Breached SLA,Resolved by 115,2016-03-15 09:39:00,code 7,2016-03-24 19:00:00,2016-03-14 10:41:00,22.966666666666665,0.9569444444444444,248.31666666666663,10.346527777777778,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,4-24 Hours
INC0006582,Closed,False,Phone,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 143,Caller 1276,4,0,14,False,Breached SLA,Resolved by 11,2016-03-18 09:54:00,code 6,2016-03-24 19:00:00,2016-03-14 10:44:00,95.16666666666669,3.965277777777778,248.26666666666668,10.344444444444443,False,True,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,1,3-7 Days
INC0006583,Closed,False,Email,Category 41,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 119,Location 71,Caller 1960,1,0,5,False,Breached SLA,Resolved by 181,2016-03-22 12:38:00,code 15,2016-03-27 12:59:00,2016-03-14 10:45:00,193.88333333333333,8.078472222222222,314.2333333333333,13.093055555555557,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006584,Closed,False,Phone,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,Location 204,Caller 994,0,0,7,False,Breached SLA,Resolved by 53,2016-03-15 16:21:00,code 6,2016-03-24 19:00:00,2016-03-14 10:48:00,29.55,1.23125,248.2,10.341666666666669,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,1-3 Days
INC0006585,Closed,False,Phone,Category 57,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,Location 204,Caller 4295,1,0,12,False,Breached SLA,Resolved by 133,2016-03-23 15:44:00,code 1,2016-03-28 15:59:00,2016-03-14 10:49:00,220.91666666666663,9.20486111111111,341.1666666666667,14.21527777777778,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,7-30 Days
INC0006586,Closed,False,Phone,Category 53,Subcategory 172,Symptom 494,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 13,Location 93,Caller 257,11,0,25,False,Breached SLA,Resolved by 11,2016-04-07 14:13:00,code 6,2016-04-12 14:59:00,2016-03-14 10:49:00,579.4,24.141666666666666,700.1666666666666,29.17361111111111,False,True,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,1,7-30 Days
INC0006587,Closed,False,Phone,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,Location 51,Caller 4431,0,0,2,False,Breached SLA,Resolved by 183,2016-03-14 11:47:00,code 6,2016-03-24 18:52:00,2016-03-14 10:50:00,0.95,0.0395833333333333,248.03333333333333,10.334722222222222,False,False,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,0,0-4 Hours
INC0006588,Closed,False,Phone,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 135,Location 46,Caller 307,3,0,5,False,Breached SLA,Resolved by 121,2016-03-14 11:43:00,code 6,2016-03-24 18:52:00,2016-03-14 10:51:00,0.8666666666666667,0.0361111111111111,248.01666666666668,10.33402777777778,False,True,2016-03-14,2016,3,March,Monday,3,Moderate,2,2,2016-03,1,0,1,0-4 Hours
